1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,23
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0001','0001.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0001','0001.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,52,57,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,69,70,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0001','0001.pdf',NULL,NULL,NULL,NULL,28,32,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0001','0001.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0002','0002.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1984,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0004','0004.pdf',46,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,58,61,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,102,176,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,212,239,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,44,46,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1985,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0003','0003.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1986,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0005','0005.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1986,'./GB_Files/IBPS/GOVERNING_BOARD_MEETING/0004','0004.pdf',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
